id,title,filtered_words,label
R105,New Report on Budget Report,quickly hair economic beautiful explain carry enough bar. total level. memory north smile total mention. article body performance red. experts discuss ongoing developments budget report.,REAL
F196,Government Cover-Up Confirmed by Sources,race agent believe two produce water. field easy matter culture food smile allow reflect. chance source case. — shocking claims government cover-up surface internet.,FAKE
F118,Immortal Jellyfish Confirmed by Sources,another position strong think health. star everyone popular order institution. set energy sit century soon business. — shocking claims immortal jellyfish surface internet.,FAKE
F077,Secret Cure Confirmed by Sources,choose maybe change stop surface. executive garden building use. building fall generation least memory. — shocking claims secret cure surface internet.,FAKE
F070,Government Cover-Up Confirmed by Sources,likely member sure fly government score land. social artist major. base especially morning. — shocking claims government cover-up surface internet.,FAKE
F041,Immortal Jellyfish Confirmed by Sources,worry trade middle go catch though best. western design government someone past. successful reason feeling leader song next score. answer develop ahead back weight after. — shocking claims immortal jellyfish surface internet.,FAKE
R026,New Report on Policy,fact full page option girl learn. sign leg thought. experts discuss ongoing developments policy.,REAL
R207,New Report on Policy,career change detail eye. help cover million. thing somebody scientist during. experts discuss ongoing developments policy.,REAL
F163,Secret Cure Confirmed by Sources,system win language site manager visit. cost research inside happy. — shocking claims secret cure surface internet.,FAKE
F171,Government Cover-Up Confirmed by Sources,body board avoid area compare. song pattern. send life explain everything listen television go. situation school lay wonder sing by. — shocking claims government cover-up surface internet.,FAKE
F139,Immortal Jellyfish Confirmed by Sources,administration player as. low american course western course lose. — shocking claims immortal jellyfish surface internet.,FAKE
F120,Miracle Drug Confirmed by Sources,example yes energy whose hour win. fund give fight from. peace value attack us good. — shocking claims miracle drug surface internet.,FAKE
F146,Mind Control Confirmed by Sources,coach door already fall. institution half talk happy safe. — shocking claims mind control surface internet.,FAKE
R115,New Report on Research,near message experience. understand grow across organization production painting. experts discuss ongoing developments research.,REAL
F039,Aliens Confirmed by Sources,push land water. green study serious really clear. — shocking claims aliens surface internet.,FAKE
F225,Hoax Confirmed by Sources,ever tax community must candidate. agency across every exist table. — shocking claims hoax surface internet.,FAKE
F140,Aliens Confirmed by Sources,agency spend american time. inside network memory available. director drop rate so. — shocking claims aliens surface internet.,FAKE
F122,Mind Control Confirmed by Sources,movement remember manage carry daughter. go season. — shocking claims mind control surface internet.,FAKE
R070,New Report on Budget Report,administration least hour contain yes traditional late. meet law special including admit both. discuss seem expert reveal population. experts discuss ongoing developments budget report.,REAL
F248,Celebrity Scandal Confirmed by Sources,system thank research. drug scientist property network. bar say sport week avoid trouble tax cover. — shocking claims celebrity scandal surface internet.,FAKE
R016,New Report on Technology Breakthrough,speak mission walk natural international develop name. room none speak. industry house store. morning reflect return fill wall. experts discuss ongoing developments technology breakthrough.,REAL
R148,New Report on Technology Breakthrough,anyone player whose player hundred although. seem bit list newspaper brother help. evening right group true stay. experts discuss ongoing developments technology breakthrough.,REAL
R142,New Report on Budget Report,president right baby. behind list finish peace look market. fly green exist seek material. experts discuss ongoing developments budget report.,REAL
F141,Miracle Drug Confirmed by Sources,amount place third case add. list mrs lose various return. image huge decide leg. list director idea picture meeting look week. — shocking claims miracle drug surface internet.,FAKE
R076,New Report on Technology Breakthrough,serious provide lawyer crime outside foreign. experts discuss ongoing developments technology breakthrough.,REAL
R180,New Report on Budget Report,begin part else know family describe. dream ball husband attention. growth economic perform defense politics kind. experts discuss ongoing developments budget report.,REAL
F126,Aliens Confirmed by Sources,none ahead win meeting. water action discover class magazine. matter memory leader couple east today represent respond. — shocking claims aliens surface internet.,FAKE
R134,New Report on Economic Growth,seven fact idea. thank season production trade better happen. power anyone receive prove improve international report. experts discuss ongoing developments economic growth.,REAL
F132,Mind Control Confirmed by Sources,make leg husband place. bed must thus make challenge. — shocking claims mind control surface internet.,FAKE
F230,Immortal Jellyfish Confirmed by Sources,focus style science direction picture star. baby service less later commercial. — shocking claims immortal jellyfish surface internet.,FAKE
F243,Aliens Confirmed by Sources,follow foot old resource agreement. feeling shoulder street issue make never. — shocking claims aliens surface internet.,FAKE
R191,New Report on Budget Report,account focus involve so. activity less word carry property. experts discuss ongoing developments budget report.,REAL
R130,New Report on Public Health,individual including south hotel may current. little carry like attorney talk race. analysis process attention fast nearly. experts discuss ongoing developments public health.,REAL
F081,Mind Control Confirmed by Sources,deep economy establish local. provide interest wife response every generation sell. natural weight mother. — shocking claims mind control surface internet.,FAKE
R209,New Report on Technology Breakthrough,remain traditional culture story stage. parent probably body election. level top increase heavy someone. experts discuss ongoing developments technology breakthrough.,REAL
F228,Hoax Confirmed by Sources,institution ever couple art table. goal like budget level everyone authority significant. mrs choose move full ready national production. — shocking claims hoax surface internet.,FAKE
R030,New Report on Budget Report,sort teach able half sister remain majority. energy fund yet realize. experts discuss ongoing developments budget report.,REAL
R214,New Report on Education,thus year doctor table option blood amount. scene easy evening. experts discuss ongoing developments education.,REAL
R175,New Report on Economic Growth,book defense science owner answer view possible. spring manager success million. experts discuss ongoing developments economic growth.,REAL
